hasname,hasLocation,hasAddress,hasLandmark,hasLongitude,hasLatitude,hasPrice,hasMealType,hasVegFood,hasPhone
Jahanpanah,Agra,"E 23, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,78.01154444,27.16166111,850,"""['breakfast', 'lunch', 'dinner']""",TRUE,1384592422
Rangrezz Restaurant,Agra,"E-20, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,0,0,700,"""['breakfast', 'lunch', 'dinner']""",TRUE,4738506649
Time2Eat - Mama Chicken,Agra,"Main Market, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,78.01160797,27.16083249,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,2575130820
Chokho Jeeman Marwari Jain Bhojanalya,Agra,"1/48, Delhi Gate, Station Road, Raja Mandi, Civil Lines, Agra",Civil Lines,77.99809167,27.19592778,400,"""['breakfast', 'lunch', 'dinner']""",TRUE,2571295585
Pinch Of Spice,Agra,"23/453, Opposite Sanjay Cinema, Wazipura Road, Sanjay Place, Civil Lines, Agra",Civil Lines,78.00755278,27.201725,1000,"""['breakfast', 'lunch', 'dinner']""",FALSE,9595706231
MoMo Cafe,Agra,"Courtyard by Marriott Agra, Phase 2, Fatehabad Road, Tajganj, Agra",Courtyard by Marriott Agra,0,0,2000,"""['breakfast', 'lunch', 'dinner']""",FALSE,4429538659
Peshawri - ITC Mughal,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra",ITC Mughal,78.044095,27.160934,2500,"""['breakfast', 'lunch', 'dinner']""",TRUE,5728608327
Taj Bano - ITC Mughal,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra",ITC Mughal,78.044095,27.160934,2500,"""['breakfast', 'lunch', 'dinner']""",FALSE,9442844340
G Thal,Agra,"3/20, KPS Tower, Near Tulsi Talkies, Bypass Road, Khandari, Agra",Khandari,0,0,800,"""['breakfast', 'lunch', 'dinner']""",TRUE,3224912726
Dawat-e-Nawab - Radisson Blu,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra",Radisson Blu,78.057044,27.163303,3600,"""['breakfast', 'lunch', 'dinner']""",TRUE,1904853516
The Latitude - Radisson Blu,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra",Radisson Blu,78.057044,27.163303,0,"""['breakfast', 'lunch', 'dinner']""",FALSE,4036052970
Dasaprakash Restaurant,Agra,"Meher Cinema Complex, Gwalior Road, Rakabganj, Agra",Rakabganj,78.01505278,27.16510833,550,"""['breakfast', 'lunch', 'dinner']""",TRUE,4013819638
The Charcoal Chimney,Agra,"Hotel Samovar, Fatehabad Road, Tajganj, Agra",Tajganj,78.04299,27.159795,1100,"""['breakfast', 'lunch', 'dinner']""",TRUE,8675294875
Sheroes Hangout,Agra,"Opposite The Gateway Hotel, Fatehabad Road, Tajganj, Agra",Tajganj,78.040165,27.16185,0,"""['breakfast', 'lunch', 'dinner']""",TRUE,7813746392
Bon Barbecue,Agra,"Parador Hotel, 3A-3B, Phase 1, Fatehabad Road, Taj Nagri, Tajganj, Agra",Tajganj,0,0,1500,"""['breakfast', 'lunch', 'dinner']""",FALSE,5261066447
Chapter 1 Cafe,Agra,"1374 K/1375 K, 2nd floor, Dinesh Nagar, Fatehbad Road, Tajganj, Agra",Tajganj,0,0,0,"""['breakfast', 'lunch', 'dinner']""",TRUE,7670416460
Pind Balluchi,Agra,"Opposite Saga Emporium, Fatehabad Road, Tajganj, Agra",Tajganj,78.04725,27.15777222,900,"""['breakfast', 'lunch', 'dinner']""",TRUE,1191889856
Pizza Hut,Agra,"8, Handicraft Nagar, Fatehabad Road, Tajganj, Agra",Tajganj,78.03471389,27.16169444,700,"""['breakfast', 'lunch', 'dinner']""",FALSE,4509718870
Tea'se Me - Rooftop Tea Boutique,Agra,"Near Purani Mandi Crossing,Fatehabad Road, Tajganj, Agra",Tajganj,0,0,1000,"""['breakfast', 'lunch', 'dinner']""",FALSE,9510431959
Thaaliwala,Agra,"Next To ITC Mughal Hotel, Fatehabad Road, Tajganj, Agra",Tajganj,78.045359,27.158822,700,"""['breakfast', 'lunch', 'dinner']""",TRUE,1583711917
650 - The Global Kitchen,Ahmedabad,"Shreekunj Mandapam, Beside Golden Tulip Bunglows & Tulip Citadel, Manekbaug, Ambavadi, Ahmedabad",Ambavadi,72.5375741,23.01045111,900,"""['breakfast', 'lunch', 'dinner']""",FALSE,7490636782
Patang - The Revolving Restaurant,Ahmedabad,"Chinubhai Tower, Nehru Bridge Corner, Ashram Road, Ahmedabad",Ashram Road,72.572009,23.0261651,1800,"""['breakfast', 'lunch', 'dinner']""",FALSE,6636275628
Huber & Holly,Ahmedabad,"7 B, Circle  B, Opposite Rajpath Club, Sarkhej, Gandhinagar Highway, Bodakdev, Ahmedabad",Bodakdev,72.5123947,23.0383109,300,"""['breakfast', 'lunch', 'dinner']""",FALSE,2600084216
@Mango,Ahmedabad,"Opposite Sindhu Bhawan, Bodakdev, Ahmedabad",Bodakdev,72.5017644,23.0401633,800,"""['breakfast', 'lunch', 'dinner']""",FALSE,4474541644
Fozzie's Pizzaiolo,Ahmedabad,"Ground Floor, Maruti Crystal, Opposite Rajpath Club, Service Road, Bodakdev, Ahmedabad",Bodakdev,72.5098065,23.0330688,900,"""['breakfast', 'lunch', 'dinner']""",TRUE,3205093781
La Pino'z Pizza,Ahmedabad,"Shop 10,  Circle B, Nyay Marg, Bodakdev, Ahmedabad",Bodakdev,72.5124872,23.0382314,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,1747261932
Mocha,Ahmedabad,"6-9, Ground Floor, Devashish Business Park, Opposite Krishna Complex, Bodakdev, Ahmedabad",Bodakdev,72.511307,23.0318508,1000,"""['breakfast', 'lunch', 'dinner']""",TRUE,5470466944
Blue -  Rooftop Cafe Restaurant Bistro,Ahmedabad,"10th Floor, Balaji Heights Buliding, Behind Tanishq Showroom, C G Road, Ahmedabad",C G Road,72.5570374,23.0290619,1000,"""['breakfast', 'lunch', 'dinner']""",FALSE,4908274749
MoMo Cafí© - Courtyard By Marriott,Ahmedabad,"Courtyard By Marriott, Ramdevnagar Cross Road, Satellite, Ahmedabad",Courtyard By Marriott,72.5115815,23.027929,1400,"""['breakfast', 'lunch', 'dinner']""",FALSE,7209579550
Cryo Lab,Ahmedabad,"Ground Floor, Arjun Avenue, Opposite Samartheshwar Mahadev, Law Garden, Ahmedabad",Ellis Bridge,72.55998429,23.02874796,350,"""['breakfast', 'lunch', 'dinner']""",TRUE,7033497028
Swati Snacks,Ahmedabad,"Near Law Garden, Ellis Bridge, Ahmedabad",Ellis Bridge,72.55903311,23.02443364,450,"""['breakfast', 'lunch', 'dinner']""",TRUE,7646712505
Brick Kitchen,Ahmedabad,"At Five Petals Hotel & Banquets, Near Chanakyapuri Bridge, Ghatlodia, Ahmedabad",Ghatlodia,72.5316389,23.0643038,900,"""['breakfast', 'lunch', 'dinner']""",TRUE,1161674166
Kabir Restaurant,Ahmedabad,"JB Tower, Opposite Doordarshan Kendra, Drive In Road, Gurukul, Ahmedabad",Gurukul,72.5239649,23.04850469,600,"""['breakfast', 'lunch', 'dinner']""",TRUE,4410459486
Puffizza,Ahmedabad,"103, Kairos, Opposite Mahatma Gandhi Labour Institute, Drive In Road, Gurukul, Ahmedabad",Gurukul,72.53774978,23.04619268,700,"""['breakfast', 'lunch', 'dinner']""",TRUE,3786431237
Cafe Alfresco,Ahmedabad,"101, Dynamic House, Vijay Cross Road, Above HDFC Bank, Opposite Child Care Hospital, Navrangpura, Ahmedabad",Navrangpura,72.5498285,23.0437235,700,"""['breakfast', 'lunch', 'dinner']""",TRUE,7649726964
The Cafe Baraco,Ahmedabad,"34, Shribhuvan Complex, Near Memnagar Fire Station, Navrangpura, Ahmedabad",Navrangpura,72.5504755,23.0443367,600,"""['breakfast', 'lunch', 'dinner']""",FALSE,8054896438
Nini's Kitchen,Ahmedabad,"12, First Floor, Camps Corner 2, Opposite Prahlad Nagar Garden, Prahlad Nagar, Ahmedabad",Prahlad Nagar,72.5072645,23.0117723,950,"""['breakfast', 'lunch', 'dinner']""",TRUE,1554802826
Yanki Sizzlers,Ahmedabad,"4, Ground Floor, Binori Ambit, Next to Renault Showroom, Thaltej Circle, Thaltej, Ahmedabad",Thaltej,72.5181257,23.0534466,1200,"""['breakfast', 'lunch', 'dinner']""",TRUE,5611645472
The Garden Cafe - The Fern,Ahmedabad,"The Fern, Near Sola Overbridge, S G Highway, Sola, Ahmedabad",The Fern,72.5222172,23.0640914,1200,"""['breakfast', 'lunch', 'dinner']""",FALSE,9678760472
Mazzo,Ahmedabad,"27, Sunshine Villa, Sunrise Park Society, Vastrapur, Ahmedabad",Vastrapur,72.5281083,23.0418026,550,"""['breakfast', 'lunch', 'dinner']""",FALSE,9697767457
Turquoise Villa,Ahmedabad,"Ground Floor, Shanay - 1, Near AMA, IIM Road, Vastrapur, Ahmedabad",Vastrapur,72.5434513,23.0285142,1200,"""['breakfast', 'lunch', 'dinner']""",TRUE,1753732426
Aryan Family's Delight,Allahabad,"Ground Floor, Vinayak City Centre, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,81.834502,25.454648,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,8525534452
Bean Here,Allahabad,"Vinayak Pushp, 77 Elgin Road, Near Florista, Civil Lines, Allahabad",Civil Lines,81.83316667,25.45343611,350,"""['breakfast', 'lunch', 'dinner']""",TRUE,2227476520
Bikanerwala,Allahabad,"2A, JMD Bhawan, Strachey Road, Civil Lines, Allahabad",Civil Lines,81.832616,25.451517,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,9352034913
Dewsis,Allahabad,"2, MG Marg, Opposite Hanuman Mandir, Civil Lines, Allahabad",Civil Lines,0,0,600,"""['breakfast', 'lunch', 'dinner']""",FALSE,2695493499
Friends Forever,Allahabad,"13/13, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,81.835585,25.457687,600,"""['breakfast', 'lunch', 'dinner']""",FALSE,1908664969
Hotel Ravisha Continental,Allahabad,"57 A, Purshottamdas Tandon Marg, Civil Lines, Allahabad",Civil Lines,0,0,600,"""['breakfast', 'lunch', 'dinner']""",FALSE,5951183698
KFC,Allahabad,"P Square Mall, Civil Lines, Allahabad",Civil Lines,81.839744,25.449659,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,3486236837
McDonald's,Allahabad,"Shop 4, 34-B, M G Marg, Civil Lines, Allahabad",Civil Lines,81.834279,25.450329,400,"""['breakfast', 'lunch', 'dinner']""",FALSE,5641598861
Pind Balluchi,Allahabad,"5-A, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,0,0,800,"""['breakfast', 'lunch', 'dinner']""",FALSE,3164531844
Pizza Hut,Allahabad,"31/31, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,0,0,700,"""['breakfast', 'lunch', 'dinner']""",FALSE,7431669870
Subway,Allahabad,"207/53, Mahatma Gandhi Marg, Civil Lines, Allahabad",Civil Lines,0,0,400,"""['breakfast', 'lunch', 'dinner']""",TRUE,4592599738
Tandoor Restaurant,Allahabad,"17/33, Mahatama Gandhi Marg, Civil Lines, Allahabad",Civil Lines,81.860187,25.443994,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,9636102312
The BrewMaster,Allahabad,"Near Vishal Megamart, Civil Lines, Allahabad",Civil Lines,81.83279631,25.45164569,0,"""['breakfast', 'lunch', 'dinner']""",TRUE,3415580758
The Tamarind Tree,Allahabad,"60 C, Thornhill Road, Civil Lines, Allahabad",Civil Lines,81.834841,25.459775,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,9421334779
Cafe El Chico,Allahabad,"24, Mahatma Gandhi, Civil Lines, Allahabad",Civil Lines,81.83616667,25.44987222,1000,"""['breakfast', 'lunch', 'dinner']""",TRUE,9138805224
Eat On,Allahabad,"Palace Compound, Near Palace Cinema, MG Marg, Civil Lines, Allahabad",Civil Lines,81.834236,25.450377,200,"""['breakfast', 'lunch', 'dinner']""",FALSE,5616047030
Hot Stuff,Allahabad,"21 C, Lal Bhadhur Shastri Marg, Civil Lines, Allahabad",Civil Lines,81.841889,25.45235,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,1489227029
Paradise,Allahabad,"19/35, MG Marg, Civil Lines, Allahabad",Civil Lines,81.83168056,25.45031667,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,3621249192
Sagar Ratna,Allahabad,"3/3, Near Balson Crossing, Hashimpur Road, Tagore Town, Allahabad",Tagore Town,81.859682,25.457116,400,"""['breakfast', 'lunch', 'dinner']""",FALSE,5540546345
Moti Mahal Delux,Allahabad,"Second Floor, Vinayak City Center Mall, SP Marg, Civil Lines, Allahabad",Vinayak City Centre Mall,81.834492,25.454697,800,"""['breakfast', 'lunch', 'dinner']""",TRUE,7118194063
Makhan Fish and Chicken Corner,Amritsar,"21-A, Near Madaan Hospital, Majitha Road, Basant Nagar, Amritsar",Basant Nagar,74.884359,31.64362,700,"""['breakfast', 'lunch', 'dinner']""",TRUE,8606914222
Charming Chicken,Amritsar,"Shop 3, Opposite Nari Nikaten, Majithia Road, Near Basant Nagar, Amritsar",Basant Nagar,74.884384,31.644532,300,"""['breakfast', 'lunch', 'dinner']""",TRUE,5575219973
Ahuja Milk Bhandar,Amritsar,"Dhab Khatikan, Near Hindu College, Hathi Gate, Amritsar",Hathi Gate,0,0,100,"""['breakfast', 'lunch', 'dinner']""",TRUE,4562857138
Crystal Restaurant,Amritsar,"Crystal Chowk, Queens Road, INA Colony, Amritsar",INA Colony,74.875878,31.635658,800,"""['breakfast', 'lunch', 'dinner']""",TRUE,3844001814
Brijwasi Chat Bhandar,Amritsar,"Crystal Chowk, Cooper Road, Near INA Colony",INA Colony,74.87575556,31.63488333,150,"""['breakfast', 'lunch', 'dinner']""",TRUE,6151754519
Bubby Fish & Chicken Corner,Amritsar,"Near Crystal Chowk, Cooper Road, INA Colony, Amritsar",INA Colony,74.875828,31.635671,300,"""['breakfast', 'lunch', 'dinner']""",FALSE,7077588396
Bon Gateau,Amritsar,"SCF 27, C Block Market, Ranjit Avenue, Amritsar",Ranjit Avenue,0,0,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,7071018639
The Yellow Chilli,Amritsar,"108, GRD Towers, District Shopping Center, Ranjit Avenue, Amritsar",Ranjit Avenue,74.86276111,31.65558889,1200,"""['breakfast', 'lunch']""",TRUE,9344302018
La Roma Pizzeria,Amritsar,"SCO 6, District Shopping Complex, Ranjit Avenue, Amritsar",Ranjit Avenue,74.86299167,31.65044167,400,"""['breakfast', 'lunch', 'dinner']""",FALSE,7616862217
Sakhis Watz Kukin,Amritsar,"M 47, Green Avenue, opp Main Park, Amritsar",Ranjit Avenue,74.8649101,31.6466891,700,"""['breakfast', 'lunch', 'dinner']""",FALSE,3003677289
The Kulcha Land,Amritsar,"Opposite M.K Hotel, District Shopping Centre, Ranjit Avenue, Amritsar",Ranjit Avenue,74.86416667,31.65319167,200,"""['breakfast', 'lunch', 'dinner']""",FALSE,8018838899
Shudh Restaurant,Amritsar,"Opposite Gurudwara Saragarhi, Near Dharm Singh Market Chowk, Fuwara, Town Hall, Amritsar",Town Hall,74.87981389,31.62404722,600,"""['breakfast', 'lunch', 'dinner']""",TRUE,9049720222
Bade Bhai Ka Brothers' Dhaba,Amritsar,"Near Amritsar Municipal Corporation, Town Hall, Amritsar",Town Hall,74.87461944,31.62394722,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,7227925426
Bharawan Da Dhaba,Amritsar,"Near Amritsar Municipal Corporation, Town Hall, Amritsar",Town Hall,74.87833333,31.62615278,500,"""['breakfast', 'lunch', 'dinner']""",FALSE,9978417430
Brothers Dhaba,Amritsar,"Golden Temple Out Road, Opposite Amritsar Municipal Corporation, Town Hall, Amritsar",Town Hall,74.877666,31.625981,500,"""['breakfast', 'lunch', 'dinner']""",FALSE,9351674602
Brothers' Amritsari Dhaba,Amritsar,"Phawara Chowk, Town Hall, Amritsar",Town Hall,74.87957778,31.62261111,400,"""['breakfast', 'lunch', 'dinner']""",FALSE,5292058970
Gurdas Ram Jalebi Wala,Amritsar,"Near Golden Temple, Town Hall, Amritsar",Town Hall,0,0,100,"""['breakfast', 'lunch', 'dinner']""",TRUE,9059207878
Kesar Da Dhabha,Amritsar,"Near Telephone Exchange, Chowk Passian, Shastri Market, Near Town Hall, Amritsar",Town Hall,74.873005,31.624386,500,"""['breakfast', 'lunch', 'dinner']""",FALSE,3597604080
Beera Chicken Corner,Amritsar,"Opposite Bandari Hospital, Sehaj Avenue, Majitha Road, Near White Avenue, Amritsar",White Avenue,74.883997,31.641991,500,"""['breakfast', 'lunch', 'dinner']""",FALSE,7264142564
Surjit Food Plaza,Amritsar,"Shop 4, Nehru Shopping Complex, Lawrence Road, White Avenue, Amritsar",White Avenue,74.877002,31.644818,1000,"""['breakfast', 'lunch', 'dinner']""",TRUE,7880099353
Kanha Sweets,Amritsar,"Shop 1, Opposite Bijli Pehalwan Mandir, Lawrence Road, White Avenue, Amritsar",White Avenue,0,0,150,"""['breakfast', 'lunch', 'dinner']""",TRUE,9460591536
Kream N Krunch,Aurangabad,"2, Near Akashwani Circle, Mahesh Nagar, Jalna Road, Akashwani, Aurangabad",Akashwani,75.34601667,19.87621944,800,"""['breakfast', 'lunch', 'dinner']""",TRUE,7506117093
Balbeer's Kitchen & Bar,Aurangabad,"Shendra, Near Cambridge School, Jalna Road, Chicalthana, Aurangabad",Chicalthana,0,0,850,"""['breakfast', 'lunch', 'dinner']""",FALSE,2147288699
Angeethi Restaurant,Aurangabad,"Seven Hill Flyover, Jalna Road, Vidya Nagar, CIDCO, Aurangabad",CIDCO,75.35394167,19.87473333,600,"""['breakfast', 'lunch', 'dinner']""",TRUE,5841850783
Domino's Pizza,Aurangabad,"8, Upper Ground Floor, City Pride Commercial Complex, Kali Bawdi, Jalna Road, CIDCO, Aurangabad",CIDCO,75.340775,19.87610556,700,"""['breakfast', 'lunch', 'dinner']""",TRUE,6418723827
Hotel Laadli,Aurangabad,"Goodwill Complex, Opposite Cidco Busstand, N-2, CIDCO, Aurangabad",CIDCO,75.3671268,19.8755223,350,"""['breakfast', 'lunch', 'dinner']""",FALSE,5984845247
Indiana Veg Restaurant,Aurangabad,"Plot 2, Near High Court, N-3, CIDCO, Aurangabad",CIDCO,75.360232,19.874449,450,"""['breakfast', 'lunch', 'dinner']""",FALSE,6653839705
Madhuban Restaurant - Welcome Hotel Rama International,Aurangabad,"Welcome Hotel Rama International, Opposite High Court, CIDCO, Aurangabad",CIDCO,75.358888,19.875908,1800,"""['breakfast', 'lunch', 'dinner']""",TRUE,8151036343
Mauj Restaurant,Aurangabad,"31, Kailash Arcade, Opposite Bank of Baroda, Connaught Place, CIDCO, Aurangabad",CIDCO,75.36479167,19.87642778,500,"""['breakfast', 'lunch', 'dinner']""",FALSE,5697643881
Naivedya,Aurangabad,"Sakal Office, Jalna Road, CIDCO, Aurangabad",CIDCO,75.3684187,19.874103,500,"""['breakfast', 'lunch', 'dinner']""",FALSE,9940091642
d' Curry House,Aurangabad,"Hotel Green Olive, Near Baba Petrol Pump, Nirala Bazar, Aurangabad",Hotel Green Olive,75.316722,19.875337,1000,"""['breakfast', 'lunch', 'dinner']""",FALSE,3473853583
Mokoholic Juice Bar,Aurangabad,"Opposite Municipal Car Parking, Paithan Gate, Near Mondha, Aurangabad",Mondha,0,0,300,"""['breakfast', 'lunch', 'dinner']""",FALSE,7594445583
Ashoka's Veg Restaurant,Aurangabad,"31, Opposite Kohinoor Plaza, Near M P Law College, Nirala Bazar, Aurangabad",Nirala Bazar,75.32340278,19.87963056,400,"""['breakfast', 'lunch', 'dinner']""",FALSE,2625907342
Kareem's Fine Dining,Aurangabad,"A1-A3, Motiwala Complex, Below KFC Restaurant, Nirala Bazar, Aurangabad",Nirala Bazar,75.32350278,19.88025556,700,"""['breakfast', 'lunch', 'dinner']""",TRUE,2178216694
That Baat,Aurangabad,"Near Vivekanand College, Samarth Nagar, Nirala Bazar Road, Aurangabad",Nirala Bazar,75.322405,19.875016,450,"""['breakfast', 'lunch', 'dinner']""",FALSE,8110380901
Bhoj Restaurant,Aurangabad,"First Floor, Bhau Pathak Smriti Kamgar Bhavan, CBS Road, Nirala Bazar, Aurangabad",Nirala Bazar,75.317475,19.87802778,450,"""['breakfast', 'lunch', 'dinner']""",FALSE,2166360187
Downside Up,Aurangabad,"6&7 B, Kuber Avenue, Rana Nagar, Near Nyay Nagar, Aurangabad",Nyay Nagar,0,0,400,"""['breakfast', 'lunch', 'dinner']""",TRUE,8738535259
Kareem's Kabab & Biryani,Aurangabad,"First Floor, Food Court, Prozone Mall, MIDC Industrial Area, Chicalthana, Aurangabad",Prozone Mall,75.37235278,19.87699444,650,"""['breakfast', 'lunch', 'dinner']""",FALSE,5968431227
Great Sagar Restaurant,Aurangabad,"Near Bhadkal Gate, VIP Road, Shahgunj, Aurangabad",Shahgunj,75.321461,19.888716,600,"""['breakfast', 'lunch', 'dinner']""",TRUE,1036573654
Kailash Restaurant,Aurangabad,"Rachanakar colony, Railway Station Road, Usmanpura, Aurangabad",Usmanpura,75.31889444,19.86696944,450,"""['breakfast', 'lunch', 'dinner']""",TRUE,8741913592
Yalla Yalla,Aurangabad,"Near Gopal Tea Corner, Usmanpura Circle, Usmanpura, Aurangabad",Usmanpura,0,0,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,1012310819
Sultans of Spice,Bangalore,"BluPetal Hotel, 60 Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",BluPetal Hotel,77.61542793,12.93328392,1300,"""['breakfast', 'lunch', 'dinner']""",TRUE,8907113443
The Fatty Bao - Asian Gastro Bar,Bangalore,"610, 3rd Floor, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",Indiranagar,77.64539558,12.97022064,2400,"""['breakfast', 'lunch', 'dinner']""",FALSE,2238353844
Toit,Bangalore,"298, Namma Metro Pillar 62, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,77.64070876,12.9791658,2000,"""['breakfast', 'lunch', 'dinner']""",FALSE,2727461290
Three Dots & A Dash,Bangalore,"840/1,100 Feet Road, Metro Pillar 56-57, Indiranagar, Bangalore",Indiranagar,77.64048882,12.98041024,1300,"""['breakfast', 'lunch', 'dinner']""",FALSE,9851472091
Bombay Brasserie,Bangalore,"2989/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,77.645748,12.970324,1500,"""['breakfast', 'lunch', 'dinner']""",FALSE,7552573159
Glen's Bakehouse,Bangalore,"297, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,77.64062494,12.97909556,800,"""['breakfast', 'lunch', 'dinner']""",FALSE,5996249573
Onesta,Bangalore,"501, Binnamangala Extension, 1st stage, C.M.H Road, Indiranagar, Bangalore",Indiranagar,77.64368467,12.97845292,600,"""['breakfast', 'lunch', 'dinner']""",FALSE,1411081010
Onesta,Bangalore,"Site 15, 15th Cross, 100 Feet Road, 4th Phase, JP Nagar, Bangalore",JP Nagar,77.59679094,12.90622878,600,"""['breakfast', 'lunch', 'dinner']""",FALSE,1797662688
ECHOES Koramangala,Bangalore,"44, 4th B Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,77.615797,12.934179,950,"""['breakfast', 'lunch', 'dinner']""",TRUE,4479219604
Truffles,Bangalore,"28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,77.61429269,12.93329764,800,"""['breakfast', 'lunch', 'dinner']""",TRUE,5915530485
The Black Pearl,Bangalore,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,77.61615515,12.93436454,1400,"""['breakfast', 'lunch', 'dinner']""",TRUE,2724495863
Eat Street,Bangalore,"11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Koramangala 6th Block,77.625999,12.939496,400,"""['breakfast', 'lunch', 'dinner']""",TRUE,8060144424
Koramangala Social,Bangalore,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala 7th Block,77.61413042,12.93566181,1500,"""['breakfast', 'lunch', 'dinner']""",FALSE,4579199027
AB's - Absolute Barbecues,Bangalore,"90/4, 3rd Floor, Outer Ring Road, Munnekollaly Village, Marathahalli, Bangalore",Marathahalli,77.6993861,12.94993396,1400,"""['breakfast', 'lunch', 'dinner']""",TRUE,6133809627
Flechazo,Bangalore,"9/1, 1st Floor, Above Surya Nissan, VRR Orchid, Doddanakkundi, Marathahalli, Bangalore",Marathahalli,77.696664,12.97537691,1200,"""['breakfast', 'lunch', 'dinner']""",FALSE,8506861398
Onesta,Bangalore,"215, 216 & 220, Devasandra Village, Kasaba Hobli, New BEL Road, Bangalore",New BEL Road,77.5709967,13.0291977,600,"""['breakfast', 'lunch', 'dinner']""",TRUE,7577120455
Communiti,Bangalore,"67 & 68, Brigade Solitaire, Opposite to Advaith Hyundai, Residency Road, Bangalore",Residency Road,77.60817859,12.97253153,1200,"""['breakfast', 'lunch', 'dinner']""",TRUE,8472884273
Big Brewsky,Bangalore,"Behind MK Retail, Before WIPRO Corporate Office, Sarjapur Road, Bangalore",Sarjapur Road,77.68323686,12.91304096,1800,"""['breakfast', 'lunch', 'dinner']""",TRUE,7915134611
Hoot,Bangalore,"BBMP 2034/69, Block 2, Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore",Sarjapur Road,77.6784,12.914264,1400,"""['breakfast', 'lunch', 'dinner']""",FALSE,4269380688
Farzi Cafe,Bangalore,"202, Level 2, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",UB City,77.5960137,12.9721612,1500,"""['breakfast', 'lunch', 'dinner']""",TRUE,7673336659
Black N White Cafe,Bhopal,"G-1, Raksha Tower, Eden Garden, Arera Colony, Bhopal",Arera Colony,77.419399,23.211529,200,"""['breakfast', 'lunch', 'dinner']""",TRUE,5567987874
Maybe There,Bhopal,"4th floor,10th Cross Road Building, Above Vishal Fitness Centre, 10 Main Road, Arera Colony, Bhopal",Arera Colony,0,0,600,"""['breakfast', 'lunch', 'dinner']""",TRUE,7614684279
Sagar Gaire Fast Food,Bhopal,"10, Number Market, Arera Colony, Bhopal",Arera Colony,77.435361,23.214294,250,"""['breakfast', 'lunch', 'dinner']""",TRUE,7282213509
The Kasbah,Bhopal,"110/7, Mandakini, Opposite Union Bank, Kolar Main Road, Arera Colony, Bhopal",Arera Colony,77.41722744,23.18499152,700,"""['breakfast', 'lunch', 'dinner']""",TRUE,5211424274
Bake N Shake,Bhopal,"B-1, GM Tower,  Stop No. 10, Arera Colony, Bhopal",Arera Colony,77.434976,23.214459,500,"""['breakfast', 'lunch', 'dinner']""",FALSE,5573824169
10 Downing Street,Bhopal,"Third Floor, DB City Mall, Maharana Pratap Nagar, Bhopal",DB City,77.429989,23.232357,1000,"""['breakfast', 'lunch', 'dinner']""",TRUE,1009581045
Chi Kitchen,Bhopal,"12-13, Food Court, DB City Mall, Maharana Pratap Nagar, Bhopal",DB City,0,0,1000,"""['breakfast', 'lunch', 'dinner']""",TRUE,8623934182
Pizza Hut,Bhopal,"Third Floor, DB City Mall, Arera Hills, Maharana Pratap Nagar, Bhopal",DB City,77.429845,23.232537,650,"""['breakfast', 'lunch', 'dinner']""",FALSE,4001661441
Kafe Kulture,Bhopal,"A-66A, Jai Bhawani Housing Society, Bawadiyan Kalan, Gulmohar Colony, Bhopal",Gulmohar Colony,0,0,600,"""['breakfast', 'lunch', 'dinner']""",FALSE,3882030531
